Claim_ID,Policy_ID,Claim_Date,Incident_Date,Claim_Type,Claim_Channel,Claim_Amount,Estimated_Loss,Claim_Status,Claim_Priority,Documents_Submitted,Surveyor_Assigned,Fraud_Flag,Fraud_Score,Settlement_Amount,Settlement_Days,Approval_Date,Rejection_Reason,Hospital_Garage_Name,Incident_City,Incident_State
CL01173,P0170,2025-01-01,2024-12-20,Theft,Online,242174,217956,Approved,Medium,Yes,Yes,No,64,242174,34,2025-01-10,,City Garage,Hyderabad,TS
CL01174,P0123,2025-01-01,2024-12-20,Theft,Online,216612,194950, approved ,Low,Yes,Yes,Yes,14,,18,2025-01-10,,Apollo,Hyderabad,TS
CL01175,P0879,2025-01-01,2024-12-20,Medical,Online,90326,81293,Pending,Medium,Yes,Yes,No,33,,10,2025-01-10,,Apollo,Hyderabad,TS
CL01176,P0385,2025-01-01,2024-12-20,Theft,Online,411023,369920, approved ,Low,Yes,Yes,Yes,96,,32,2025-01-10,,City Garage,Hyderabad,TS
CL01177,P0513,2025-01-01,2024-12-20,Theft,Online,193226,173903,Rejected,High,Yes,Yes,Yes,94,,8,2025-01-10,,City Garage,Hyderabad,TS
CL01178,P0620,2025-01-01,2024-12-20,Medical,Online,275227,247704,Approved,High,Yes,Yes,No,47,275227,2,2025-01-10,,Apollo,Hyderabad,TS
CL01179,P0938,2025-01-01,2024-12-20,Medical,Online,327855,295069, approved ,Medium,Yes,Yes,Yes,25,,12,2025-01-10,,City Garage,Hyderabad,TS
CL01180,P0347,2025-01-01,2024-12-20,Medical,Online,93532,84178,Rejected,Low,Yes,Yes,No,92,,39,2025-01-10,,City Garage,Hyderabad,TS
CL01181,P0363,2025-01-01,2024-12-20,Fire,Online,349884,314895,Approved,High,Yes,Yes,Yes,99,349884,49,2025-01-10,,City Garage,Hyderabad,TS
CL01182,P0117,2025-01-01,2024-12-20,Theft,Online,446645,401980,Rejected,Low,Yes,Yes,Yes,17,,25,2025-01-10,,City Garage,Hyderabad,TS
CL01183,P0934,2025-01-01,2024-12-20,Accident,Online,406195,365575, approved ,Low,Yes,Yes,No,65,,49,2025-01-10,,City Garage,Hyderabad,TS
CL01184,P0456,2025-01-01,2024-12-20,Theft,Online,344276,309848,Rejected,High,Yes,Yes,Yes,3,,46,2025-01-10,,Apollo,Hyderabad,TS
CL01185,P0640,2025-01-01,2024-12-20,Accident,Online,272492,245242,Rejected,High,Yes,Yes,No,91,,48,2025-01-10,,City Garage,Hyderabad,TS
CL01186,P0087,2025-01-01,2024-12-20,Medical,Online,70464,63417, approved ,High,Yes,Yes,No,54,,53,2025-01-10,,City Garage,Hyderabad,TS
CL01187,P0804,2025-01-01,2024-12-20,Fire,Online,202573,182315, approved ,High,Yes,Yes,Yes,85,,60,2025-01-10,,City Garage,Hyderabad,TS
CL01188,P0267,2025-01-01,2024-12-20,Theft,Online,351409,316268, approved ,High,Yes,Yes,Yes,47,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01189,P0183,2025-01-01,2024-12-20,Accident,Online,302917,272625,Pending,Medium,Yes,Yes,Yes,5,,56,2025-01-10,,City Garage,Hyderabad,TS
CL01190,P0516,2025-01-01,2024-12-20,Accident,Online,194888,175399, approved ,Medium,Yes,Yes,No,39,,32,2025-01-10,,City Garage,Hyderabad,TS
CL01191,P0870,2025-01-01,2024-12-20,Fire,Online,382532,344278,Rejected,Medium,Yes,Yes,Yes,92,,6,2025-01-10,,City Garage,Hyderabad,TS
CL01192,P0675,2025-01-01,2024-12-20,Accident,Online,481860,433674,Pending,Medium,Yes,Yes,Yes,68,,7,2025-01-10,,City Garage,Hyderabad,TS
CL01193,P0434,2025-01-01,2024-12-20,Accident,Online,408566,367709,Rejected,Low,Yes,Yes,No,87,,25,2025-01-10,,City Garage,Hyderabad,TS
CL01194,P0269,2025-01-01,2024-12-20,Accident,Online,467327,420594, approved ,Low,Yes,Yes,No,63,,17,2025-01-10,,City Garage,Hyderabad,TS
CL01195,P0656,2025-01-01,2024-12-20,Fire,Online,450176,405158,Approved,High,Yes,Yes,No,68,450176,35,2025-01-10,,Apollo,Hyderabad,TS
CL01196,P0257,2025-01-01,2024-12-20,Medical,Online,170841,153756, approved ,High,Yes,Yes,No,39,,23,2025-01-10,,City Garage,Hyderabad,TS
CL01197,P0151,2025-01-01,2024-12-20,Medical,Online,458371,412533,Rejected,High,Yes,Yes,No,100,,47,2025-01-10,,City Garage,Hyderabad,TS
CL01198,P0103,2025-01-01,2024-12-20,Accident,Online,325484,292935,Approved,Medium,Yes,Yes,Yes,43,325484,1,2025-01-10,,City Garage,Hyderabad,TS
CL01199,P0066,2025-01-01,2024-12-20,Theft,Online,366220,329598,Pending,Medium,Yes,Yes,Yes,28,,43,2025-01-10,,Apollo,Hyderabad,TS
CL01200,P0798,2025-01-01,2024-12-20,Accident,Online,172846,155561,Rejected,Medium,Yes,Yes,Yes,61,,25,2025-01-10,,Apollo,Hyderabad,TS
CL01201,P0720,2025-01-01,2024-12-20,Medical,Online,17771,15993, approved ,High,Yes,Yes,No,54,,50,2025-01-10,,Apollo,Hyderabad,TS
CL01202,P0536,2025-01-01,2024-12-20,Fire,Online,191571,172413,Approved,High,Yes,Yes,Yes,51,191571,53,2025-01-10,,City Garage,Hyderabad,TS
CL01203,P0033,2025-01-01,2024-12-20,Fire,Online,492684,443415,Rejected,Medium,Yes,Yes,Yes,50,,34,2025-01-10,,City Garage,Hyderabad,TS
CL01204,P0076,2025-01-01,2024-12-20,Theft,Online,194698,175228,Rejected,Low,Yes,Yes,No,27,,14,2025-01-10,,City Garage,Hyderabad,TS
CL01205,P0916,2025-01-01,2024-12-20,Medical,Online,451016,405914,Rejected,Low,Yes,Yes,Yes,67,,31,2025-01-10,,City Garage,Hyderabad,TS
CL01206,P0506,2025-01-01,2024-12-20,Theft,Online,253940,228546,Approved,High,Yes,Yes,No,31,253940,47,2025-01-10,,Apollo,Hyderabad,TS
CL01207,P0340,2025-01-01,2024-12-20,Fire,Online,22386,20147,Rejected,High,Yes,Yes,No,29,,21,2025-01-10,,Apollo,Hyderabad,TS
CL01208,P0950,2025-01-01,2024-12-20,Fire,Online,64626,58163,Pending,High,Yes,Yes,Yes,21,,16,2025-01-10,,City Garage,Hyderabad,TS
CL01209,P0074,2025-01-01,2024-12-20,Accident,Online,54999,49499, approved ,Medium,Yes,Yes,Yes,49,,48,2025-01-10,,City Garage,Hyderabad,TS
CL01210,P0188,2025-01-01,2024-12-20,Fire,Online,350906,315815,Approved,Medium,Yes,Yes,Yes,29,350906,21,2025-01-10,,City Garage,Hyderabad,TS
CL01211,P0847,2025-01-01,2024-12-20,Fire,Online,143634,129270,Pending,High,Yes,Yes,No,53,,54,2025-01-10,,City Garage,Hyderabad,TS
CL01212,P0094,2025-01-01,2024-12-20,Medical,Online,103719,93347,Approved,High,Yes,Yes,No,42,103719,17,2025-01-10,,Apollo,Hyderabad,TS
CL01213,P0404,2025-01-01,2024-12-20,Fire,Online,498101,448290,Approved,Medium,Yes,Yes,No,94,498101,34,2025-01-10,,City Garage,Hyderabad,TS
CL01214,P0399,2025-01-01,2024-12-20,Fire,Online,454986,409487,Approved,Low,Yes,Yes,Yes,99,454986,32,2025-01-10,,City Garage,Hyderabad,TS
CL01215,P0677,2025-01-01,2024-12-20,Medical,Online,225844,203259, approved ,Medium,Yes,Yes,No,3,,16,2025-01-10,,City Garage,Hyderabad,TS
CL01216,P0083,2025-01-01,2024-12-20,Theft,Online,321558,289402,Rejected,High,Yes,Yes,No,98,,30,2025-01-10,,Apollo,Hyderabad,TS
CL01217,P0216,2025-01-01,2024-12-20,Theft,Online,384116,345704,Approved,Medium,Yes,Yes,Yes,74,384116,22,2025-01-10,,Apollo,Hyderabad,TS
CL01218,P0088,2025-01-01,2024-12-20,Theft,Online,9540,8586, approved ,Low,Yes,Yes,Yes,37,,34,2025-01-10,,City Garage,Hyderabad,TS
CL01219,P0340,2025-01-01,2024-12-20,Accident,Online,211897,190707,Rejected,Medium,Yes,Yes,No,88,,34,2025-01-10,,Apollo,Hyderabad,TS
CL01220,P0421,2025-01-01,2024-12-20,Theft,Online,53398,48058, approved ,Medium,Yes,Yes,No,55,,58,2025-01-10,,Apollo,Hyderabad,TS
CL01221,P0801,2025-01-01,2024-12-20,Accident,Online,171100,153990, approved ,Low,Yes,Yes,No,68,,55,2025-01-10,,City Garage,Hyderabad,TS
CL01222,P0772,2025-01-01,2024-12-20,Fire,Online,477332,429598, approved ,High,Yes,Yes,Yes,82,,50,2025-01-10,,City Garage,Hyderabad,TS
CL01223,P0167,2025-01-01,2024-12-20,Theft,Online,78441,70596,Rejected,Medium,Yes,Yes,No,80,,45,2025-01-10,,City Garage,Hyderabad,TS
CL01224,P0680,2025-01-01,2024-12-20,Fire,Online,314343,282908,Rejected,Medium,Yes,Yes,No,99,,35,2025-01-10,,Apollo,Hyderabad,TS
CL01225,P0041,2025-01-01,2024-12-20,Fire,Online,385342,346807,Rejected,Medium,Yes,Yes,No,5,,32,2025-01-10,,City Garage,Hyderabad,TS
CL01226,P0224,2025-01-01,2024-12-20,Theft,Online,69398,62458,Rejected,Medium,Yes,Yes,Yes,20,,27,2025-01-10,,Apollo,Hyderabad,TS
CL01227,P0083,2025-01-01,2024-12-20,Fire,Online,40283,36254,Approved,High,Yes,Yes,Yes,66,40283,44,2025-01-10,,Apollo,Hyderabad,TS
CL01228,P0826,2025-01-01,2024-12-20,Fire,Online,47304,42573,Pending,High,Yes,Yes,Yes,55,,43,2025-01-10,,City Garage,Hyderabad,TS
CL01229,P0724,2025-01-01,2024-12-20,Theft,Online,254277,228849,Pending,Low,Yes,Yes,No,55,,24,2025-01-10,,City Garage,Hyderabad,TS
CL01230,P0845,2025-01-01,2024-12-20,Theft,Online,387291,348561,Rejected,Medium,Yes,Yes,No,62,,54,2025-01-10,,Apollo,Hyderabad,TS
CL01231,P0326,2025-01-01,2024-12-20,Theft,Online,480097,432087,Rejected,Low,Yes,Yes,No,53,,20,2025-01-10,,City Garage,Hyderabad,TS
CL01232,P0491,2025-01-01,2024-12-20,Fire,Online,272814,245532,Pending,Medium,Yes,Yes,Yes,70,,16,2025-01-10,,Apollo,Hyderabad,TS
CL01233,P0954,2025-01-01,2024-12-20,Fire,Online,307921,277128, approved ,Medium,Yes,Yes,Yes,47,,43,2025-01-10,,City Garage,Hyderabad,TS
CL01234,P0452,2025-01-01,2024-12-20,Medical,Online,86487,77838, approved ,High,Yes,Yes,No,27,,9,2025-01-10,,City Garage,Hyderabad,TS
CL01235,P0664,2025-01-01,2024-12-20,Theft,Online,224337,201903,Pending,Medium,Yes,Yes,Yes,1,,9,2025-01-10,,Apollo,Hyderabad,TS
CL01236,P0458,2025-01-01,2024-12-20,Theft,Online,455165,409648,Pending,High,Yes,Yes,Yes,78,,46,2025-01-10,,City Garage,Hyderabad,TS
CL01237,P0979,2025-01-01,2024-12-20,Accident,Online,25036,22532, approved ,High,Yes,Yes,No,10,,39,2025-01-10,,City Garage,Hyderabad,TS
CL01238,P0632,2025-01-01,2024-12-20,Accident,Online,364899,328409,Approved,Medium,Yes,Yes,Yes,51,364899,44,2025-01-10,,City Garage,Hyderabad,TS
CL01239,P0291,2025-01-01,2024-12-20,Fire,Online,333880,300492, approved ,High,Yes,Yes,No,66,,21,2025-01-10,,Apollo,Hyderabad,TS
CL01240,P0167,2025-01-01,2024-12-20,Theft,Online,377285,339556,Approved,Low,Yes,Yes,No,1,377285,2,2025-01-10,,Apollo,Hyderabad,TS
CL01241,P0829,2025-01-01,2024-12-20,Medical,Online,52870,47583, approved ,Low,Yes,Yes,No,29,,11,2025-01-10,,Apollo,Hyderabad,TS
CL01242,P0259,2025-01-01,2024-12-20,Accident,Online,53769,48392, approved ,High,Yes,Yes,No,31,,24,2025-01-10,,City Garage,Hyderabad,TS
CL01243,P0642,2025-01-01,2024-12-20,Accident,Online,157357,141621,Approved,Low,Yes,Yes,Yes,27,157357,25,2025-01-10,,Apollo,Hyderabad,TS
CL01244,P0044,2025-01-01,2024-12-20,Fire,Online,368864,331977,Pending,Medium,Yes,Yes,No,23,,33,2025-01-10,,Apollo,Hyderabad,TS
CL01245,P0696,2025-01-01,2024-12-20,Accident,Online,337694,303924,Pending,Low,Yes,Yes,No,50,,57,2025-01-10,,Apollo,Hyderabad,TS
CL01246,P0600,2025-01-01,2024-12-20,Fire,Online,67281,60552,Approved,High,Yes,Yes,Yes,12,67281,8,2025-01-10,,Apollo,Hyderabad,TS
CL01247,P0035,2025-01-01,2024-12-20,Accident,Online,404401,363960, approved ,High,Yes,Yes,Yes,29,,41,2025-01-10,,Apollo,Hyderabad,TS
CL01248,P0673,2025-01-01,2024-12-20,Fire,Online,437958,394162,Pending,Low,Yes,Yes,No,38,,1,2025-01-10,,City Garage,Hyderabad,TS
CL01249,P0329,2025-01-01,2024-12-20,Fire,Online,274427,246984,Rejected,Low,Yes,Yes,No,26,,45,2025-01-10,,City Garage,Hyderabad,TS
CL01250,P0134,2025-01-01,2024-12-20,Fire,Online,267102,240391,Rejected,High,Yes,Yes,No,33,,53,2025-01-10,,City Garage,Hyderabad,TS
CL01251,P0937,2025-01-01,2024-12-20,Medical,Online,225848,203263,Pending,Low,Yes,Yes,No,75,,19,2025-01-10,,Apollo,Hyderabad,TS
CL01252,P0058,2025-01-01,2024-12-20,Fire,Online,166584,149925, approved ,Low,Yes,Yes,Yes,56,,9,2025-01-10,,Apollo,Hyderabad,TS
CL01253,P0508,2025-01-01,2024-12-20,Medical,Online,229010,206109, approved ,High,Yes,Yes,No,68,,42,2025-01-10,,City Garage,Hyderabad,TS
CL01254,P0557,2025-01-01,2024-12-20,Medical,Online,249862,224875,Pending,Medium,Yes,Yes,Yes,93,,59,2025-01-10,,Apollo,Hyderabad,TS
CL01255,P0036,2025-01-01,2024-12-20,Fire,Online,159401,143460,Approved,High,Yes,Yes,Yes,44,159401,3,2025-01-10,,City Garage,Hyderabad,TS
CL01256,P0689,2025-01-01,2024-12-20,Theft,Online,292560,263304,Rejected,High,Yes,Yes,No,8,,28,2025-01-10,,Apollo,Hyderabad,TS
CL01257,P0602,2025-01-01,2024-12-20,Medical,Online,489155,440239, approved ,High,Yes,Yes,No,28,,13,2025-01-10,,Apollo,Hyderabad,TS
CL01258,P0510,2025-01-01,2024-12-20,Theft,Online,169216,152294,Approved,Low,Yes,Yes,Yes,94,169216,46,2025-01-10,,City Garage,Hyderabad,TS
CL01259,P0959,2025-01-01,2024-12-20,Medical,Online,131440,118296,Pending,Medium,Yes,Yes,No,27,,48,2025-01-10,,Apollo,Hyderabad,TS
CL01260,P0368,2025-01-01,2024-12-20,Accident,Online,34742,31267,Approved,Low,Yes,Yes,Yes,2,34742,44,2025-01-10,,Apollo,Hyderabad,TS
CL01261,P0515,2025-01-01,2024-12-20,Fire,Online,12534,11280,Rejected,High,Yes,Yes,No,24,,42,2025-01-10,,Apollo,Hyderabad,TS
CL01262,P0315,2025-01-01,2024-12-20,Fire,Online,391196,352076, approved ,High,Yes,Yes,No,18,,51,2025-01-10,,City Garage,Hyderabad,TS
CL01263,P0878,2025-01-01,2024-12-20,Theft,Online,461175,415057,Rejected,Medium,Yes,Yes,No,99,,38,2025-01-10,,City Garage,Hyderabad,TS
CL01264,P0632,2025-01-01,2024-12-20,Medical,Online,400788,360709,Rejected,Low,Yes,Yes,No,60,,41,2025-01-10,,Apollo,Hyderabad,TS
CL01265,P0302,2025-01-01,2024-12-20,Medical,Online,162298,146068,Approved,Low,Yes,Yes,Yes,96,162298,45,2025-01-10,,City Garage,Hyderabad,TS
CL01266,P0324,2025-01-01,2024-12-20,Accident,Online,155147,139632,Rejected,High,Yes,Yes,No,57,,55,2025-01-10,,City Garage,Hyderabad,TS
CL01267,P0760,2025-01-01,2024-12-20,Theft,Online,152922,137629,Rejected,Medium,Yes,Yes,Yes,1,,18,2025-01-10,,Apollo,Hyderabad,TS
CL01268,P0489,2025-01-01,2024-12-20,Theft,Online,427385,384646, approved ,Medium,Yes,Yes,Yes,50,,36,2025-01-10,,City Garage,Hyderabad,TS
CL01269,P0005,2025-01-01,2024-12-20,Fire,Online,371157,334041, approved ,Low,Yes,Yes,No,87,,46,2025-01-10,,City Garage,Hyderabad,TS
CL01270,P0574,2025-01-01,2024-12-20,Fire,Online,105801,95220,Pending,High,Yes,Yes,No,97,,26,2025-01-10,,Apollo,Hyderabad,TS
CL01271,P0097,2025-01-01,2024-12-20,Theft,Online,396445,356800,Approved,Low,Yes,Yes,Yes,29,396445,2,2025-01-10,,City Garage,Hyderabad,TS
CL01272,P0058,2025-01-01,2024-12-20,Theft,Online,13484,12135,Pending,High,Yes,Yes,No,49,,15,2025-01-10,,City Garage,Hyderabad,TS
CL01273,P0569,2025-01-01,2024-12-20,Medical,Online,202413,182171,Approved,High,Yes,Yes,Yes,47,202413,9,2025-01-10,,City Garage,Hyderabad,TS
CL01274,P0912,2025-01-01,2024-12-20,Fire,Online,466588,419929,Approved,High,Yes,Yes,Yes,56,466588,5,2025-01-10,,City Garage,Hyderabad,TS
CL01275,P0380,2025-01-01,2024-12-20,Accident,Online,266932,240238,Approved,Low,Yes,Yes,Yes,32,266932,13,2025-01-10,,City Garage,Hyderabad,TS
CL01276,P0843,2025-01-01,2024-12-20,Accident,Online,43434,39090, approved ,Medium,Yes,Yes,Yes,34,,47,2025-01-10,,City Garage,Hyderabad,TS
CL01277,P0896,2025-01-01,2024-12-20,Theft,Online,170677,153609,Approved,Medium,Yes,Yes,Yes,81,170677,39,2025-01-10,,Apollo,Hyderabad,TS
CL01278,P0822,2025-01-01,2024-12-20,Accident,Online,9678,8710,Approved,Medium,Yes,Yes,No,35,9678,11,2025-01-10,,City Garage,Hyderabad,TS
CL01279,P0288,2025-01-01,2024-12-20,Accident,Online,274195,246775,Rejected,Low,Yes,Yes,Yes,2,,7,2025-01-10,,City Garage,Hyderabad,TS
CL01280,P0493,2025-01-01,2024-12-20,Theft,Online,211703,190532,Rejected,High,Yes,Yes,Yes,39,,22,2025-01-10,,City Garage,Hyderabad,TS
CL01281,P0849,2025-01-01,2024-12-20,Medical,Online,42228,38005, approved ,Medium,Yes,Yes,No,44,,3,2025-01-10,,City Garage,Hyderabad,TS
CL01282,P0325,2025-01-01,2024-12-20,Theft,Online,170358,153322,Rejected,High,Yes,Yes,Yes,33,,29,2025-01-10,,Apollo,Hyderabad,TS
CL01283,P0623,2025-01-01,2024-12-20,Accident,Online,459572,413614,Pending,Low,Yes,Yes,Yes,2,,24,2025-01-10,,Apollo,Hyderabad,TS
CL01284,P0360,2025-01-01,2024-12-20,Medical,Online,329622,296659,Approved,Low,Yes,Yes,Yes,4,329622,36,2025-01-10,,City Garage,Hyderabad,TS
CL01285,P0255,2025-01-01,2024-12-20,Accident,Online,342458,308212, approved ,Low,Yes,Yes,Yes,57,,54,2025-01-10,,Apollo,Hyderabad,TS
CL01286,P0152,2025-01-01,2024-12-20,Theft,Online,109525,98572,Pending,Medium,Yes,Yes,Yes,62,,38,2025-01-10,,City Garage,Hyderabad,TS
CL01287,P0727,2025-01-01,2024-12-20,Theft,Online,460946,414851,Rejected,Low,Yes,Yes,No,13,,53,2025-01-10,,Apollo,Hyderabad,TS
CL01288,P0575,2025-01-01,2024-12-20,Accident,Online,46491,41841,Pending,Medium,Yes,Yes,No,84,,28,2025-01-10,,City Garage,Hyderabad,TS
CL01289,P0431,2025-01-01,2024-12-20,Medical,Online,399863,359876, approved ,Low,Yes,Yes,Yes,38,,53,2025-01-10,,Apollo,Hyderabad,TS
CL01290,P0553,2025-01-01,2024-12-20,Fire,Online,129740,116766, approved ,Medium,Yes,Yes,Yes,42,,38,2025-01-10,,Apollo,Hyderabad,TS
CL01291,P0015,2025-01-01,2024-12-20,Accident,Online,448828,403945, approved ,Medium,Yes,Yes,Yes,65,,32,2025-01-10,,City Garage,Hyderabad,TS
CL01292,P0627,2025-01-01,2024-12-20,Theft,Online,391991,352791,Rejected,High,Yes,Yes,No,45,,48,2025-01-10,,City Garage,Hyderabad,TS
CL01293,P0019,2025-01-01,2024-12-20,Theft,Online,231148,208033,Rejected,Low,Yes,Yes,Yes,39,,12,2025-01-10,,City Garage,Hyderabad,TS
CL01294,P0066,2025-01-01,2024-12-20,Accident,Online,45066,40559, approved ,High,Yes,Yes,Yes,9,,19,2025-01-10,,City Garage,Hyderabad,TS
CL01295,P0341,2025-01-01,2024-12-20,Fire,Online,33459,30113,Pending,Medium,Yes,Yes,Yes,0,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01296,P0924,2025-01-01,2024-12-20,Medical,Online,176460,158814,Pending,Medium,Yes,Yes,No,96,,5,2025-01-10,,City Garage,Hyderabad,TS
CL01297,P0906,2025-01-01,2024-12-20,Accident,Online,92129,82916,Rejected,High,Yes,Yes,Yes,92,,13,2025-01-10,,Apollo,Hyderabad,TS
CL01298,P0233,2025-01-01,2024-12-20,Fire,Online,135288,121759,Rejected,Medium,Yes,Yes,No,19,,10,2025-01-10,,City Garage,Hyderabad,TS
CL01299,P0058,2025-01-01,2024-12-20,Theft,Online,237644,213879,Pending,Low,Yes,Yes,Yes,3,,39,2025-01-10,,City Garage,Hyderabad,TS
CL01300,P0122,2025-01-01,2024-12-20,Fire,Online,496456,446810, approved ,Low,Yes,Yes,Yes,35,,43,2025-01-10,,City Garage,Hyderabad,TS
CL01301,P0351,2025-01-01,2024-12-20,Fire,Online,321212,289090,Pending,Low,Yes,Yes,Yes,70,,41,2025-01-10,,City Garage,Hyderabad,TS
CL01302,P0980,2025-01-01,2024-12-20,Theft,Online,198242,178417,Approved,Low,Yes,Yes,Yes,76,198242,51,2025-01-10,,Apollo,Hyderabad,TS
CL01303,P0064,2025-01-01,2024-12-20,Fire,Online,252764,227487,Pending,High,Yes,Yes,Yes,27,,43,2025-01-10,,Apollo,Hyderabad,TS
CL01304,P0634,2025-01-01,2024-12-20,Medical,Online,80842,72757, approved ,Low,Yes,Yes,No,51,,53,2025-01-10,,City Garage,Hyderabad,TS
CL01305,P0506,2025-01-01,2024-12-20,Theft,Online,292887,263598,Pending,Low,Yes,Yes,Yes,78,,19,2025-01-10,,Apollo,Hyderabad,TS
CL01306,P0277,2025-01-01,2024-12-20,Accident,Online,393877,354489,Rejected,High,Yes,Yes,Yes,41,,26,2025-01-10,,Apollo,Hyderabad,TS
CL01307,P0288,2025-01-01,2024-12-20,Accident,Online,138875,124987, approved ,Low,Yes,Yes,Yes,60,,20,2025-01-10,,City Garage,Hyderabad,TS
CL01308,P0862,2025-01-01,2024-12-20,Fire,Online,117202,105481,Rejected,High,Yes,Yes,Yes,44,,44,2025-01-10,,City Garage,Hyderabad,TS
CL01309,P0664,2025-01-01,2024-12-20,Theft,Online,361965,325768,Approved,Low,Yes,Yes,Yes,26,361965,15,2025-01-10,,Apollo,Hyderabad,TS
CL01310,P0698,2025-01-01,2024-12-20,Theft,Online,362008,325807, approved ,High,Yes,Yes,No,92,,23,2025-01-10,,Apollo,Hyderabad,TS
CL01311,P0313,2025-01-01,2024-12-20,Medical,Online,263967,237570,Rejected,High,Yes,Yes,No,81,,19,2025-01-10,,City Garage,Hyderabad,TS
CL01312,P0344,2025-01-01,2024-12-20,Accident,Online,98944,89049,Pending,Medium,Yes,Yes,No,75,,34,2025-01-10,,Apollo,Hyderabad,TS
CL01313,P0641,2025-01-01,2024-12-20,Accident,Online,251081,225972,Pending,Low,Yes,Yes,Yes,88,,41,2025-01-10,,City Garage,Hyderabad,TS
CL01314,P0351,2025-01-01,2024-12-20,Accident,Online,76795,69115,Rejected,Medium,Yes,Yes,No,40,,34,2025-01-10,,Apollo,Hyderabad,TS
CL01315,P0710,2025-01-01,2024-12-20,Fire,Online,37425,33682,Approved,Medium,Yes,Yes,Yes,24,37425,6,2025-01-10,,City Garage,Hyderabad,TS
CL01316,P0583,2025-01-01,2024-12-20,Medical,Online,210741,189666,Approved,Low,Yes,Yes,Yes,43,210741,48,2025-01-10,,Apollo,Hyderabad,TS
CL01317,P0923,2025-01-01,2024-12-20,Fire,Online,350857,315771,Rejected,High,Yes,Yes,Yes,50,,30,2025-01-10,,Apollo,Hyderabad,TS
CL01318,P0270,2025-01-01,2024-12-20,Accident,Online,340460,306414, approved ,High,Yes,Yes,No,49,,23,2025-01-10,,Apollo,Hyderabad,TS
CL01319,P0608,2025-01-01,2024-12-20,Accident,Online,265185,238666,Pending,Medium,Yes,Yes,Yes,0,,6,2025-01-10,,City Garage,Hyderabad,TS
CL01320,P0722,2025-01-01,2024-12-20,Fire,Online,229908,206917,Approved,Low,Yes,Yes,No,48,229908,34,2025-01-10,,City Garage,Hyderabad,TS
CL01321,P0732,2025-01-01,2024-12-20,Fire,Online,325169,292652,Rejected,High,Yes,Yes,Yes,71,,39,2025-01-10,,City Garage,Hyderabad,TS
CL01322,P0622,2025-01-01,2024-12-20,Medical,Online,172368,155131, approved ,High,Yes,Yes,No,81,,7,2025-01-10,,Apollo,Hyderabad,TS
CL01323,P0233,2025-01-01,2024-12-20,Medical,Online,169435,152491,Approved,Medium,Yes,Yes,Yes,16,169435,34,2025-01-10,,City Garage,Hyderabad,TS
CL01324,P0349,2025-01-01,2024-12-20,Fire,Online,70717,63645,Rejected,Medium,Yes,Yes,No,60,,39,2025-01-10,,City Garage,Hyderabad,TS
CL01325,P0479,2025-01-01,2024-12-20,Theft,Online,351135,316021,Rejected,High,Yes,Yes,No,62,,36,2025-01-10,,City Garage,Hyderabad,TS
CL01326,P0046,2025-01-01,2024-12-20,Theft,Online,385962,347365,Approved,High,Yes,Yes,No,60,385962,27,2025-01-10,,City Garage,Hyderabad,TS
CL01327,P0990,2025-01-01,2024-12-20,Accident,Online,275333,247799,Rejected,Low,Yes,Yes,No,97,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01328,P0114,2025-01-01,2024-12-20,Fire,Online,8216,7394,Rejected,Medium,Yes,Yes,Yes,85,,58,2025-01-10,,City Garage,Hyderabad,TS
CL01329,P0496,2025-01-01,2024-12-20,Medical,Online,22763,20486, approved ,High,Yes,Yes,Yes,75,,52,2025-01-10,,City Garage,Hyderabad,TS
CL01330,P0177,2025-01-01,2024-12-20,Fire,Online,68458,61612,Rejected,Medium,Yes,Yes,Yes,47,,52,2025-01-10,,City Garage,Hyderabad,TS
CL01331,P0352,2025-01-01,2024-12-20,Theft,Online,19424,17481, approved ,Medium,Yes,Yes,No,29,,28,2025-01-10,,Apollo,Hyderabad,TS
CL01332,P0342,2025-01-01,2024-12-20,Fire,Online,10579,9521,Pending,Low,Yes,Yes,No,65,,26,2025-01-10,,City Garage,Hyderabad,TS
CL01333,P0594,2025-01-01,2024-12-20,Accident,Online,352748,317473,Rejected,High,Yes,Yes,No,58,,51,2025-01-10,,City Garage,Hyderabad,TS
CL01334,P0753,2025-01-01,2024-12-20,Fire,Online,99206,89285, approved ,High,Yes,Yes,Yes,91,,43,2025-01-10,,Apollo,Hyderabad,TS
CL01335,P0603,2025-01-01,2024-12-20,Fire,Online,483580,435222, approved ,Medium,Yes,Yes,Yes,88,,26,2025-01-10,,Apollo,Hyderabad,TS
CL01336,P0647,2025-01-01,2024-12-20,Fire,Online,90385,81346, approved ,Low,Yes,Yes,Yes,49,,55,2025-01-10,,Apollo,Hyderabad,TS
CL01337,P0752,2025-01-01,2024-12-20,Theft,Online,475822,428239, approved ,High,Yes,Yes,No,31,,35,2025-01-10,,Apollo,Hyderabad,TS
CL01338,P0874,2025-01-01,2024-12-20,Fire,Online,359547,323592,Approved,Low,Yes,Yes,Yes,37,359547,3,2025-01-10,,Apollo,Hyderabad,TS
CL01339,P0935,2025-01-01,2024-12-20,Fire,Online,39611,35649,Approved,Medium,Yes,Yes,Yes,65,39611,56,2025-01-10,,City Garage,Hyderabad,TS
